TEAM,GAME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,ELO
9,14,42,86,0.488,5,13,0.385,16,19,0.842,7,30,37,22,11,2,10,18,1547
9,15,40,78,0.513,7,20,0.35,15,19,0.789,8,27,35,20,12,3,10,25,1559
9,16,41,89,0.461,8,28,0.286,11,16,0.688,12,31,43,27,6,2,12,20,1545
9,17,32,76,0.421,6,16,0.375,22,28,0.786,7,36,43,17,7,4,14,21,1535
9,18,40,69,0.58,7,11,0.636,19,24,0.792,2,31,33,23,12,7,16,18,1537
9,19,39,67,0.582,9,21,0.429,14,22,0.636,2,30,32,23,10,3,14,18,1546
9,20,38,80,0.475,7,22,0.318,12,15,0.8,6,32,38,18,6,3,17,13,1540
9,21,40,79,0.506,8,27,0.296,14,21,0.667,11,32,43,25,9,2,12,15,1542
9,22,36,77,0.468,13,25,0.52,18,23,0.783,6,18,24,25,12,14,8,18,1546
9,23,42,78,0.538,10,28,0.357,16,18,0.889,8,39,47,25,8,4,18,14,1562
9,24,38,73,0.521,11,24,0.458,18,22,0.818,6,33,39,23,12,5,16,19,1568
9,25,38,80,0.475,8,28,0.286,19,19,1,9,25,34,20,6,5,13,26,1576
9,26,37,81,0.457,12,23,0.522,19,25,0.76,9,35,44,21,9,5,13,25,1581
9,27,39,77,0.506,9,29,0.31,12,16,0.75,10,25,35,18,6,5,14,16,1563
9,28,33,76,0.434,4,13,0.308,15,24,0.625,13,38,51,18,3,5,20,17,1554
9,29,40,85,0.471,6,21,0.286,26,35,0.743,9,24,33,24,9,3,7,17,1557
9,30,42,89,0.472,10,26,0.385,25,31,0.806,7,39,46,21,12,8,9,16,1559
9,31,30,65,0.462,5,20,0.25,24,31,0.774,4,24,28,17,8,2,12,22,1546
9,32,38,82,0.463,8,21,0.381,15,16,0.938,10,40,50,20,6,8,9,12,1548
9,33,28,68,0.412,8,19,0.421,13,18,0.722,7,29,36,13,5,10,14,21,1542
9,34,35,77,0.455,6,19,0.316,14,20,0.7,8,37,45,20,9,6,17,21,1539
9,35,45,80,0.563,17,37,0.459,21,24,0.875,10,26,36,35,11,11,10,19,1557
9,36,39,72,0.542,9,23,0.391,10,16,0.625,5,18,23,25,8,4,14,24,1549
9,37,36,90,0.4,8,29,0.276,12,18,0.667,13,38,51,24,11,5,11,22,1572
9,38,40,83,0.482,2,13,0.154,17,23,0.739,4,31,35,22,14,2,6,27,1582
9,39,45,82,0.549,9,22,0.409,24,38,0.632,16,37,53,26,5,3,13,21,1583
9,40,43,77,0.558,5,17,0.294,19,23,0.826,9,27,36,24,12,4,12,17,1587
9,41,39,96,0.406,5,23,0.217,15,20,0.75,17,36,53,19,6,6,20,27,1582
9,42,43,83,0.518,11,19,0.579,8,14,0.571,13,25,38,21,10,3,13,20,1606
9,43,33,70,0.471,5,14,0.357,18,24,0.75,6,19,25,21,7,6,11,22,1597
9,44,40,75,0.533,3,12,0.25,17,23,0.739,7,27,34,19,10,4,12,23,1606
9,45,41,81,0.506,1,12,0.083,16,24,0.667,12,27,39,23,6,5,11,18,1606
9,46,40,82,0.488,10,23,0.435,24,28,0.857,8,30,38,23,9,6,10,16,1608
9,47,36,68,0.529,15,27,0.556,24,32,0.75,8,28,36,22,11,4,13,21,1623
9,48,44,80,0.55,6,16,0.375,13,14,0.929,10,28,38,19,10,6,11,27,1626
9,49,43,74,0.581,8,19,0.421,23,27,0.852,10,22,32,22,9,7,9,21,1629
9,50,41,88,0.466,11,29,0.379,17,22,0.773,13,33,46,23,10,4,14,29,1646
9,51,37,78,0.474,10,23,0.435,19,25,0.76,5,28,33,23,11,1,11,15,1660
9,52,37,73,0.507,3,13,0.231,9,14,0.643,8,28,36,20,14,6,17,15,1678
9,53,45,77,0.584,9,21,0.429,15,18,0.833,5,32,37,27,9,2,6,10,1686
9,54,39,75,0.52,12,19,0.632,19,24,0.792,6,28,34,23,8,9,11,17,1686
9,55,56,101,0.554,10,23,0.435,19,24,0.792,8,33,41,35,13,9,12,22,1687
9,56,34,73,0.466,10,19,0.526,20,27,0.741,5,30,35,26,7,3,7,19,1691
9,57,39,84,0.464,8,20,0.4,13,19,0.684,10,31,41,20,10,4,14,20,1698
9,58,38,74,0.514,5,21,0.238,16,19,0.842,9,39,48,22,11,5,23,15,1703
9,59,32,74,0.432,6,28,0.214,27,31,0.871,7,26,33,20,11,7,14,17,1703
9,60,42,79,0.532,8,21,0.381,10,13,0.769,10,29,39,23,10,7,15,9,1704
9,61,38,68,0.559,7,14,0.5,22,31,0.71,4,24,28,20,10,5,12,29,1708
9,62,35,82,0.427,6,20,0.3,22,30,0.733,14,31,45,27,14,4,14,14,1710
9,63,35,75,0.467,5,20,0.25,23,27,0.852,10,29,39,25,7,6,13,10,1712
9,64,41,79,0.519,7,15,0.467,18,22,0.818,8,33,41,24,7,5,11,13,1719
9,65,39,67,0.582,10,22,0.455,20,29,0.69,2,24,26,31,8,2,12,14,1724
9,66,42,85,0.494,7,20,0.35,14,21,0.667,10,29,39,25,11,7,14,18,1726
9,67,32,72,0.444,12,29,0.414,22,30,0.733,11,23,34,21,9,6,13,20,1728
9,68,38,68,0.559,8,15,0.533,19,26,0.731,4,29,33,21,15,6,18,14,1729
9,69,38,76,0.5,13,30,0.433,20,23,0.87,4,44,48,28,9,10,10,16,1730
9,70,37,78,0.474,15,28,0.536,19,29,0.655,11,33,44,31,7,6,12,14,1732
9,71,37,77,0.481,7,20,0.35,16,23,0.696,6,25,31,15,11,12,13,17,1724
9,72,42,69,0.609,14,27,0.519,10,16,0.625,3,24,27,30,11,3,13,19,1729
9,73,33,71,0.465,12,28,0.429,10,15,0.667,3,30,33,23,7,8,10,15,1737
9,74,30,60,0.5,8,20,0.4,22,27,0.815,7,25,32,18,7,3,19,19,1710
9,75,31,69,0.449,13,33,0.394,14,17,0.824,11,30,41,26,6,8,20,17,1712
9,76,40,83,0.482,14,25,0.56,12,14,0.857,11,37,48,25,5,3,9,16,1713
9,77,38,88,0.432,8,35,0.229,10,10,1,14,35,49,22,12,3,17,13,1715
9,78,33,75,0.44,17,41,0.415,20,23,0.87,12,35,47,19,7,6,22,18,1717
9,79,39,71,0.549,12,23,0.522,19,28,0.679,5,32,37,28,6,5,14,14,1718
9,80,36,70,0.514,6,17,0.353,27,41,0.659,4,40,44,23,7,8,15,27,1720
9,81,33,66,0.5,13,28,0.464,17,27,0.63,10,35,45,25,2,8,17,19,1720
9,82,42,78,0.538,12,29,0.414,9,19,0.474,6,28,34,31,7,12,11,18,1720
10,1,40,76,0.526,11,20,0.55,10,16,0.625,4,36,40,25,3,6,15,18,1504
10,2,38,94,0.404,5,21,0.238,10,14,0.714,12,38,50,20,7,0,12,18,1514
10,3,47,94,0.5,6,12,0.5,5,8,0.625,12,23,35,24,6,2,12,25,1506
10,4,40,86,0.465,4,16,0.25,18,20,0.9,8,31,39,27,14,9,16,22,1518
10,5,41,85,0.482,6,16,0.375,11,15,0.733,6,33,39,25,5,7,14,17,1519
10,6,31,79,0.392,5,19,0.263,9,18,0.5,11,31,42,19,9,3,12,18,1521
10,7,41,76,0.539,12,28,0.429,26,30,0.867,9,42,51,22,5,4,13,19,1550
10,8,44,89,0.494,13,28,0.464,8,11,0.727,11,39,50,29,9,2,12,15,1572
10,9,39,77,0.506,8,22,0.364,6,8,0.75,5,42,47,28,6,4,17,14,1576
10,10,35,76,0.461,4,15,0.267,17,22,0.773,7,36,43,19,8,5,17,15,1586
10,11,39,81,0.481,8,21,0.381,18,24,0.75,7,34,41,27,12,6,11,14,1587
10,12,42,79,0.532,7,17,0.412,11,16,0.688,11,30,41,25,8,3,15,18,1601
10,13,46,80,0.575,16,24,0.667,18,23,0.783,6,31,37,30,9,5,15,17,1603
10,14,44,81,0.543,10,25,0.4,14,19,0.737,7,38,45,30,12,7,19,18,1608
10,15,36,92,0.391,7,27,0.259,9,14,0.643,12,33,45,19,11,3,12,16,1606
10,16,42,76,0.553,8,17,0.471,17,17,1,7,36,43,24,10,4,19,12,1615
10,17,44,91,0.484,9,26,0.346,9,13,0.692,4,29,33,27,8,9,15,19,1604
10,18,42,78,0.538,6,18,0.333,12,17,0.706,9,39,48,27,6,8,17,10,1605
10,19,41,91,0.451,13,26,0.5,5,6,0.833,10,24,34,24,6,1,11,21,1596
10,20,45,82,0.549,13,23,0.565,13,16,0.813,8,28,36,30,8,3,14,18,1604
10,21,46,88,0.523,4,17,0.235,13,17,0.765,17,35,52,25,8,2,15,21,1613
10,22,48,87,0.552,10,22,0.455,11,13,0.846,7,35,42,32,8,7,13,18,1615
10,23,41,88,0.466,8,20,0.4,10,12,0.833,11,44,55,24,6,1,10,15,1620
10,24,37,76,0.487,6,18,0.333,12,21,0.571,9,27,36,20,8,3,22,27,1611
10,25,41,87,0.471,7,18,0.389,19,24,0.792,14,32,46,23,10,4,18,17,1622
10,26,40,89,0.449,11,27,0.407,13,19,0.684,9,30,39,21,10,2,19,11,1626
10,27,35,82,0.427,9,19,0.474,21,26,0.808,7,30,37,25,7,4,11,18,1615
10,28,41,91,0.451,9,23,0.391,21,27,0.778,16,34,50,27,7,7,13,22,1617
10,29,37,91,0.407,5,20,0.25,19,23,0.826,14,32,46,18,6,9,9,13,1596
10,30,37,75,0.493,7,16,0.438,35,42,0.833,8,38,46,22,9,6,18,25,1609
10,31,44,94,0.468,8,24,0.333,16,19,0.842,10,34,44,29,5,4,4,17,1609
10,32,40,78,0.513,9,20,0.45,24,28,0.857,14,33,47,27,8,6,15,17,1612
10,33,37,77,0.481,14,32,0.438,13,19,0.684,9,25,34,29,5,4,12,16,1592
10,34,50,90,0.556,4,18,0.222,12,16,0.75,11,31,42,34,5,4,12,20,1603
10,35,43,83,0.518,7,24,0.292,17,25,0.68,9,35,44,24,9,5,17,16,1607
10,36,40,76,0.526,9,20,0.45,23,26,0.885,12,43,55,25,6,3,16,10,1617
10,37,42,74,0.568,9,13,0.692,11,14,0.786,7,39,46,31,6,10,20,19,1622
10,38,35,67,0.522,5,12,0.417,26,31,0.839,3,38,41,19,6,7,13,19,1626
10,39,43,80,0.538,7,16,0.438,16,18,0.889,3,31,34,29,6,6,11,18,1626
10,40,38,84,0.452,8,20,0.4,16,20,0.8,7,34,41,21,7,3,12,17,1617
10,41,43,76,0.566,11,18,0.611,13,21,0.619,7,48,55,28,6,8,15,16,1618
10,42,40,75,0.533,10,22,0.455,15,22,0.682,8,22,30,25,10,3,17,17,1610
10,43,41,84,0.488,11,18,0.611,12,17,0.706,15,39,54,26,7,6,22,21,1628
10,44,38,76,0.5,6,22,0.273,19,23,0.826,6,22,28,24,8,4,12,17,1622
10,45,35,82,0.427,6,23,0.261,14,21,0.667,13,26,39,23,6,8,11,31,1615
10,46,33,71,0.465,5,13,0.385,15,16,0.938,6,25,31,16,5,2,19,23,1592
10,47,36,75,0.48,6,22,0.273,17,26,0.654,7,35,42,23,4,7,13,19,1593
10,48,38,81,0.469,5,18,0.278,21,25,0.84,5,29,34,20,9,12,7,16,1598
10,49,48,98,0.49,9,28,0.321,20,25,0.8,11,42,53,30,8,9,20,27,1606
10,50,29,73,0.397,7,21,0.333,24,29,0.828,8,30,38,14,8,7,17,12,1592
10,51,36,77,0.468,8,21,0.381,24,28,0.857,7,36,43,24,7,6,13,16,1596
10,52,43,82,0.524,5,17,0.294,9,11,0.818,8,30,38,27,2,3,19,18,1582
10,53,41,82,0.5,9,19,0.474,13,14,0.929,6,34,40,24,9,2,9,19,1590
10,54,44,88,0.5,9,20,0.45,16,21,0.762,12,36,48,26,5,4,17,28,1609
10,55,43,88,0.489,9,24,0.375,16,21,0.762,9,31,40,16,9,5,14,20,1617
10,56,29,83,0.349,2,21,0.095,25,27,0.926,15,32,47,12,5,0,18,17,1604
10,57,44,82,0.537,9,19,0.474,23,25,0.92,9,28,37,34,10,7,18,16,1606
10,58,34,73,0.466,9,20,0.45,15,15,1,4,40,44,26,4,8,19,15,1609
10,59,39,84,0.464,10,27,0.37,24,28,0.857,11,35,46,28,5,6,13,14,1612
10,60,43,90,0.478,14,33,0.424,22,24,0.917,7,35,42,39,12,10,11,18,1622
10,61,40,79,0.506,9,23,0.391,22,26,0.846,8,37,45,30,9,5,17,17,1637
10,62,43,81,0.531,9,20,0.45,26,35,0.743,8,36,44,26,4,8,13,15,1637
10,63,40,79,0.506,12,21,0.571,12,15,0.8,5,33,38,25,6,3,11,26,1644
10,64,38,88,0.432,11,24,0.458,16,22,0.727,15,40,55,21,11,2,12,21,1649
10,65,48,98,0.49,13,27,0.481,10,13,0.769,18,46,64,36,7,8,15,19,1653
10,66,49,78,0.628,10,16,0.625,14,19,0.737,4,36,40,31,4,5,12,19,1655
10,67,50,95,0.526,12,27,0.444,13,16,0.813,9,43,52,34,9,6,12,21,1662
10,68,36,93,0.387,5,25,0.2,22,27,0.815,13,39,52,18,7,7,9,17,1670
10,69,35,89,0.393,10,28,0.357,19,25,0.76,9,31,40,24,10,6,11,18,1680
10,70,44,79,0.557,13,27,0.481,12,16,0.75,6,41,47,31,9,4,17,17,1680
10,71,43,88,0.489,8,20,0.4,14,20,0.7,13,30,43,30,11,6,21,18,1681
10,72,55,98,0.561,13,24,0.542,10,14,0.714,11,40,51,37,6,10,14,25,1697
10,73,37,78,0.474,9,21,0.429,13,20,0.65,9,37,46,24,7,11,13,16,1700
10,74,37,80,0.463,8,17,0.471,21,25,0.84,15,25,40,18,10,5,8,19,1727
10,75,44,83,0.53,4,19,0.211,19,22,0.864,8,37,45,29,6,2,13,12,1732
10,76,38,88,0.432,9,22,0.409,9,12,0.75,13,29,42,18,5,3,18,18,1723
10,77,43,77,0.558,9,22,0.409,17,18,0.944,6,34,40,27,7,3,15,16,1728
10,78,36,81,0.444,4,17,0.235,15,25,0.6,11,26,37,19,8,7,16,22,1704
10,79,38,88,0.432,16,34,0.471,17,22,0.773,15,33,48,22,9,1,12,22,1713
10,80,43,96,0.448,13,30,0.433,13,16,0.813,11,31,42,24,10,5,7,15,1715
10,81,39,89,0.438,4,17,0.235,16,18,0.889,8,35,43,24,3,2,6,23,1709
10,82,41,99,0.414,10,30,0.333,8,10,0.8,10,39,49,25,3,6,9,19,1670
